ID_UNICO,area,w_px,valid_frac_interior,valid_frac_perimeter,w_px_seg0,w_px_seg1,w_px_seg2,w_px_seg3,w_px_seg4,w_px_seg5,w_len,w_len_seg0,w_len_seg1,w_len_seg2,w_len_seg3,w_len_seg4,w_len_seg5,w_px_segmean,w_len_segmean,w_ring
10476,0.88293,0.81587,1.0,1.0,0.26683,0.701,1.0,1.0,0.98667,0.95297,0.81766,0.26667,0.70028,1.0,1.0,0.98632,0.95271,0.81791,0.81766,0.94255
10477,0.73674,0.81686,1.0,1.0,1.0,0.14618,0.95297,1.0,0.94,0.7266,0.79364,1.0,0.14473,0.95271,1.0,0.93903,0.72536,0.79429,0.79364,0.85565
10478,0.99093,0.99094,1.0,1.0,0.97756,0.97674,0.99012,1.0,1.0,1.0,0.99098,0.97892,0.97607,0.99088,1.0,1.0,1.0,0.99074,0.99098,0.99801
10479,0.9996,0.99728,1.0,1.0,1.0,0.98013,1.0,1.0,1.0,1.0,0.99658,1.0,0.97949,1.0,1.0,1.0,1.0,0.99669,0.99658,1.0
10480,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10481,0.9243,0.91168,1.0,1.0,1.0,0.91722,1.0,0.89724,0.84437,0.79557,0.90997,1.0,0.91852,1.0,0.90085,0.84558,0.79487,0.90907,0.90997,0.92925
10482,0.97796,0.95882,1.0,1.0,1.0,1.0,1.0,1.0,0.76568,0.94815,0.95309,1.0,1.0,1.0,1.0,0.76809,0.95043,0.9523,0.95309,0.96752
10483,0.52272,0.59058,1.0,1.0,0.6375,0.86093,0.94815,0.31579,0.37624,0.41235,0.59326,0.64103,0.86268,0.95043,0.31111,0.38006,0.41425,0.59182,0.59326,0.49934
10484,0.55515,0.53397,1.0,1.0,0.59649,0.51155,0.40988,0.6375,0.4106,0.6,0.52934,0.59715,0.51225,0.41425,0.64103,0.40912,0.60228,0.52767,0.52934,0.59791
10485,0.86621,0.8991,1.0,1.0,1.0,0.79538,0.6,1.0,1.0,1.0,0.90009,1.0,0.79829,0.60228,1.0,1.0,1.0,0.89923,0.90009,0.83001
10486,0.99785,0.9991,1.0,1.0,1.0,0.9967,1.0,1.0,1.0,0.99753,0.99877,1.0,0.99658,1.0,1.0,1.0,0.99601,0.99904,0.99877,0.99402
10487,0.99997,0.99955,1.0,1.0,1.0,1.0,0.99753,1.0,1.0,1.0,0.99934,1.0,1.0,0.99601,1.0,1.0,1.0,0.99959,0.99934,1.0
10488,0.99986,0.9991,1.0,1.0,0.995,1.0,1.0,1.0,1.0,1.0,0.99924,0.99544,1.0,1.0,1.0,1.0,1.0,0.99917,0.99924,1.0
10489,0.99953,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10490,0.99894,0.99864,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99261,0.99896,1.0,1.0,1.0,1.0,1.0,0.99373,0.99877,0.99896,0.99934
10491,0.99736,0.99819,1.0,1.0,1.0,1.0,0.99261,1.0,1.0,0.99753,0.99867,1.0,1.0,0.99373,1.0,1.0,0.99829,0.99836,0.99867,0.99592
10492,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10493,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10494,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10495,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10496,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10497,0.92996,0.97154,1.0,1.0,1.0,0.90196,1.0,0.96742,0.93115,1.0,0.96724,1.0,0.90142,1.0,0.96923,0.93276,1.0,0.96675,0.96724,0.92735
10498,0.9971,0.99684,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.9828,0.99734,1.0,1.0,1.0,1.0,1.0,0.98405,0.99713,0.99734,1.0
10499,0.99989,0.99684,1.0,1.0,1.0,1.0,0.9828,1.0,1.0,1.0,0.99734,1.0,1.0,0.98405,1.0,1.0,1.0,0.99713,0.99734,1.0
10500,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10501,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10502,0.9998,0.99052,1.0,1.0,1.0,1.0,0.9484,1.0,1.0,1.0,0.99174,1.0,1.0,0.95043,1.0,1.0,1.0,0.9914,0.99174,1.0
10503,0.99965,0.99865,1.0,1.0,0.99748,1.0,1.0,1.0,1.0,0.99509,0.99867,0.99601,1.0,1.0,1.0,1.0,0.99601,0.99876,0.99867,1.0
10504,0.99838,0.9991,1.0,1.0,1.0,1.0,0.99754,0.99748,1.0,1.0,0.99877,1.0,1.0,0.99658,0.99601,1.0,1.0,0.99917,0.99877,1.0
10505,0.99919,0.99865,1.0,1.0,1.0,1.0,1.0,0.99497,0.99673,1.0,0.99829,1.0,1.0,1.0,0.99316,0.99658,1.0,0.99862,0.99829,1.0
10506,0.99997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10507,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10508,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10509,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10510,0.89478,0.88503,1.0,1.0,0.65152,1.0,1.0,1.0,1.0,0.71253,0.89411,0.65299,1.0,1.0,1.0,1.0,0.71168,0.89401,0.89411,0.90152
10511,0.89819,0.91216,1.0,1.0,1.0,1.0,0.71253,1.0,0.74757,1.0,0.9094,1.0,1.0,0.71168,1.0,0.74473,1.0,0.91002,0.9094,0.86458
10512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10513,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10514,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10515,0.99997,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10516,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10517,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10518,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10519,0.99199,0.9937,1.0,1.0,1.0,0.95498,1.0,1.0,1.0,1.0,0.99259,1.0,0.95556,1.0,1.0,1.0,1.0,0.9925,0.99259,0.99145
10520,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10521,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10522,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10523,0.98729,0.99415,1.0,1.0,1.0,0.97106,1.0,1.0,1.0,0.9902,0.99411,1.0,0.97265,1.0,1.0,1.0,0.99202,0.99354,0.99411,0.98879
10524,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10525,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10526,0.99996,0.9973,1.0,1.0,0.98481,1.0,1.0,1.0,1.0,1.0,0.99706,0.98234,1.0,1.0,1.0,1.0,1.0,0.99747,0.99706,1.0
10527,0.69543,0.7527,1.0,1.0,0.30886,0.66346,1.0,1.0,0.89423,0.65441,0.75423,0.30712,0.66439,1.0,1.0,0.89687,0.65698,0.75349,0.75423,0.72127
10528,0.40202,0.39982,1.0,1.0,0.31139,0.17628,0.46699,0.30886,0.48718,0.6088,0.39307,0.30997,0.17778,0.46895,0.30712,0.48718,0.60741,0.39325,0.39307,0.36904
10529,0.32411,0.2564,1.0,1.0,0.21465,0.08333,0.6088,0.2601,0.21795,0.10513,0.2452,0.21425,0.08319,0.60741,0.25356,0.21595,0.09687,0.24833,0.2452,0.35195
10530,0.12305,0.10382,1.0,1.0,0.04293,0.0641,0.14216,0.21465,0.08682,0.06357,0.10228,0.0433,0.06496,0.14701,0.21425,0.08376,0.0604,0.10237,0.10228,0.14729
10531,0.16323,0.10458,1.0,1.0,0.03788,0.05466,0.06357,0.04798,0.16346,0.26098,0.10532,0.03875,0.0547,0.0604,0.04615,0.16068,0.27123,0.10475,0.10532,0.24406
10532,0.82088,0.72474,1.0,1.0,1.0,1.0,0.60391,0.03788,0.76603,1.0,0.73533,1.0,1.0,0.60456,0.03875,0.76866,1.0,0.73464,0.73533,0.86306
10533,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10534,0.999,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10535,0.92389,0.79443,1.0,1.0,0.09367,0.69745,1.0,1.0,1.0,0.98533,0.79468,0.08661,0.69801,1.0,1.0,1.0,0.98348,0.79608,0.79468,1.0
10536,0.32213,0.26694,1.0,1.0,0.58228,0.26752,0.33985,0.09367,0.10543,0.18537,0.26059,0.58462,0.2661,0.34188,0.08661,0.10769,0.17664,0.26235,0.26059,0.36363
10537,0.38566,0.33214,1.0,1.0,0.51646,0.20767,0.18537,0.27919,0.55732,0.28186,0.33504,0.51966,0.20855,0.17664,0.27464,0.551,0.27977,0.33798,0.33504,0.43466
10538,0.44149,0.57021,1.0,1.0,0.60305,0.5746,0.84146,0.51646,0.54459,0.33741,0.57056,0.60513,0.5698,0.8416,0.51966,0.54815,0.33903,0.5696,0.57056,0.3944
10539,0.29735,0.23857,1.0,1.0,0.28934,0.3873,0.33741,0.1374,0.24127,0.07073,0.24349,0.28718,0.38063,0.33903,0.13846,0.24672,0.06895,0.24391,0.24349,0.36087
10540,0.26975,0.35067,1.0,1.0,0.44162,0.53333,0.1878,0.28934,0.1879,0.46699,0.34986,0.4416,0.53105,0.18803,0.28718,0.18803,0.46325,0.35117,0.34986,0.30446
10541,0.32678,0.30762,1.0,1.0,0.20305,0.4127,0.46699,0.18782,0.48571,0.14425,0.31681,0.19772,0.4188,0.46325,0.19145,0.48661,0.14302,0.31675,0.31681,0.25128
10542,0.32605,0.43274,1.0,1.0,0.26904,0.48571,0.87042,0.20305,0.2293,0.48537,0.42346,0.26724,0.48946,0.87179,0.19772,0.23248,0.48205,0.42381,0.42346,0.26173
10543,0.37578,0.38296,1.0,1.0,0.24873,0.36943,0.48537,0.61675,0.29618,0.26341,0.37711,0.24444,0.36752,0.48205,0.61595,0.29117,0.26154,0.37998,0.37711,0.51035
10544,0.38228,0.4664,1.0,1.0,0.29949,0.08889,0.50732,0.24873,0.80317,0.82927,0.46268,0.30256,0.08889,0.50826,0.24444,0.80513,0.82678,0.46281,0.46268,0.35318
10545,0.64391,0.61156,1.0,1.0,0.89848,0.37778,0.82927,0.72081,0.70476,0.12439,0.60826,0.89744,0.37493,0.82678,0.71738,0.70541,0.12764,0.60925,0.60826,0.72346
10546,0.47211,0.48454,1.0,1.0,0.71066,0.11429,0.54988,0.89848,0.25079,0.26895,0.46515,0.71054,0.11624,0.55271,0.89744,0.24501,0.26895,0.46551,0.46515,0.49763
10547,0.44828,0.3583,1.0,1.0,0.18367,0.28165,0.26895,0.3198,0.5873,0.53902,0.36277,0.18746,0.28148,0.26895,0.32023,0.58234,0.53618,0.3634,0.36277,0.51462
10548,0.32721,0.25448,1.0,1.0,0.16751,0.23734,0.3439,0.18367,0.56151,0.09291,0.26363,0.1698,0.23077,0.3396,0.18746,0.56125,0.09288,0.26448,0.26363,0.27512
10549,0.4565,0.40717,1.0,1.0,0.54822,0.2254,0.09291,0.82952,0.28889,0.41463,0.39886,0.54815,0.2245,0.09288,0.82849,0.28376,0.41538,0.39993,0.39886,0.45802
10550,0.43242,0.32736,1.0,1.0,0.257,0.41956,0.15366,0.54822,0.44937,0.19268,0.33837,0.2547,0.42393,0.16182,0.54815,0.45014,0.19145,0.33675,0.33837,0.44634
10551,0.16348,0.17876,1.0,1.0,0.38168,0.21835,0.19268,0.12723,0.0538,0.09024,0.17721,0.38746,0.21311,0.19145,0.13162,0.05014,0.08946,0.17733,0.17721,0.17085
10552,0.21739,0.19489,1.0,1.0,0.03299,0.39873,0.22927,0.38168,0.12342,0.03423,0.20019,0.03362,0.39088,0.23191,0.38746,0.1265,0.03077,0.20005,0.20019,0.17664
10553,0.13839,0.10977,1.0,1.0,0.16794,0.0,0.03423,0.24619,0.16456,0.03912,0.10817,0.16866,0.0,0.03077,0.24957,0.1641,0.0359,0.10867,0.10817,0.09297
10554,0.59242,0.40591,1.0,1.0,0.62437,0.2943,0.67726,0.16794,0.1962,0.39756,0.39411,0.63077,0.29801,0.67806,0.16866,0.19373,0.39544,0.39294,0.39411,0.64701
10555,0.34239,0.43241,1.0,1.0,0.36735,0.12618,0.39756,0.60305,0.43849,0.60097,0.42165,0.36695,0.13162,0.39544,0.59715,0.43875,0.6,0.42227,0.42165,0.30826
10556,0.2618,0.37405,1.0,1.0,0.40051,0.38679,0.3674,0.36735,0.40252,0.33333,0.37654,0.40228,0.3886,0.36695,0.36695,0.39943,0.33504,0.37632,0.37654,0.19012
10557,0.15345,0.12796,1.0,1.0,0.04071,0.19182,0.33333,0.0,0.1962,0.02433,0.13172,0.0416,0.19544,0.33504,0.0,0.19316,0.02507,0.13107,0.13172,0.13637
10558,0.29728,0.21227,1.0,1.0,0.43766,0.50158,0.0,0.04071,0.22152,0.14599,0.22327,0.43875,0.49972,0.0,0.0416,0.21823,0.14131,0.22458,0.22327,0.349
10559,0.14117,0.16637,1.0,1.0,0.18367,0.2956,0.14599,0.24427,0.16404,0.0,0.17028,0.17949,0.29459,0.14131,0.24217,0.1641,0.0,0.17226,0.17028,0.1415
10560,0.24108,0.25157,1.0,1.0,0.16582,0.08777,0.33415,0.18367,0.28616,0.41809,0.24558,0.16695,0.08775,0.33561,0.17949,0.28604,0.41766,0.24594,0.24558,0.2452
10561,0.42432,0.41047,1.0,1.0,0.42602,0.47484,0.41809,0.42494,0.63091,0.15572,0.42213,0.42108,0.47806,0.41766,0.42507,0.63077,0.16011,0.42175,0.42213,0.4434
10562,0.26041,0.20921,1.0,1.0,0.2602,0.1442,0.32847,0.42602,0.05956,0.0,0.20361,0.25755,0.14758,0.33333,0.42108,0.06211,0.0,0.20308,0.20361,0.26439
10563,0.29696,0.17576,1.0,1.0,0.31552,0.54717,0.0,0.04604,0.20376,0.03171,0.19117,0.31567,0.54587,0.0,0.04444,0.20912,0.03191,0.1907,0.19117,0.37018
10564,0.33826,0.38963,1.0,1.0,0.57143,0.2044,0.52068,0.31552,0.32075,0.35194,0.38148,0.57721,0.20228,0.51966,0.31567,0.32536,0.34872,0.38079,0.38148,0.3886
10565,0.43818,0.43809,1.0,1.0,0.54731,0.23511,0.35194,0.73537,0.28616,0.40876,0.42659,0.54815,0.22849,0.34872,0.73333,0.28718,0.41368,0.42744,0.42659,0.60199
10566,0.34252,0.3627,1.0,1.0,0.13265,0.56113,0.3601,0.54731,0.10312,0.45255,0.3604,0.13048,0.56068,0.36467,0.54815,0.10655,0.45185,0.35948,0.3604,0.4302
10567,0.15172,0.3235,1.0,1.0,0.0051,0.04389,0.45255,0.34439,0.37618,0.65207,0.31121,0.00456,0.04444,0.45185,0.34245,0.37322,0.65071,0.31236,0.31121,0.03932
10568,0.14334,0.1126,1.0,1.0,0.20972,0.09688,0.06569,0.0051,0.07837,0.21168,0.11292,0.21368,0.09402,0.07521,0.00456,0.07521,0.21481,0.11124,0.11292,0.20095
10569,0.26122,0.28642,1.0,1.0,0.30946,0.08438,0.21168,0.2398,0.31348,0.52555,0.27958,0.30769,0.08262,0.21481,0.23932,0.31111,0.52194,0.28072,0.27958,0.21415
10570,0.38115,0.42787,1.0,1.0,0.68798,0.31153,0.3309,0.30946,0.3125,0.57524,0.42004,0.68832,0.31168,0.33276,0.30769,0.30655,0.57322,0.42127,0.42004,0.33979
10571,0.5062,0.54598,1.0,1.0,0.54731,0.47812,0.57524,0.57289,0.32812,0.71359,0.53476,0.55385,0.48148,0.57322,0.56809,0.31966,0.71225,0.53588,0.53476,0.42659
10572,0.6896,0.72366,1.0,1.0,0.81888,0.71875,0.6068,0.54731,0.87812,0.80049,0.7302,0.81994,0.72764,0.60684,0.55385,0.87236,0.80057,0.72839,0.7302,0.66695
10573,0.61408,0.60697,1.0,1.0,0.72123,0.77188,0.80049,0.74235,0.425,0.18689,0.60826,0.7208,0.77493,0.80057,0.74473,0.42336,0.18519,0.60797,0.60826,0.59924
10574,0.59459,0.35982,1.0,1.0,0.28389,0.34579,0.66423,0.72123,0.06231,0.02433,0.35176,0.28262,0.34302,0.67066,0.7208,0.06895,0.0245,0.3503,0.35176,0.74207
10575,0.11559,0.11707,1.0,1.0,0.04348,0.4,0.02433,0.23018,0.00625,0.03893,0.12355,0.0416,0.39658,0.0245,0.23362,0.00684,0.03818,0.12386,0.12355,0.09164
10576,0.07231,0.08259,1.0,1.0,0.03846,0.1118,0.11922,0.04348,0.08411,0.10219,0.08329,0.03932,0.11453,0.11852,0.0416,0.08319,0.10256,0.08321,0.08329,0.05546
10577,0.03041,0.09777,1.0,1.0,0.19949,0.24611,0.10219,0.0,0.00625,0.04612,0.09905,0.19316,0.24672,0.10256,0.0,0.00513,0.04672,0.10003,0.09905,0.01538
10578,0.37593,0.27711,1.0,1.0,0.31969,0.52795,0.40534,0.19949,0.03427,0.18005,0.27531,0.32479,0.52707,0.4,0.19316,0.03362,0.17322,0.2778,0.27531,0.40104
10579,0.21963,0.18304,1.0,1.0,0.27877,0.24299,0.18005,0.02813,0.03115,0.31387,0.17825,0.28205,0.23932,0.17322,0.02906,0.03077,0.3151,0.17916,0.17825,0.13732
10580,0.3375,0.29464,1.0,1.0,0.28718,0.45031,0.3601,0.27877,0.09657,0.28467,0.2924,0.28034,0.449,0.36125,0.28205,0.09687,0.2849,0.29293,0.2924,0.32004
10581,0.99987,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99943
10582,0.99222,0.98774,1.0,1.0,0.9775,1.0,1.0,1.0,1.0,0.95556,0.9886,0.97664,1.0,1.0,1.0,1.0,0.95499,0.98884,0.9886,1.0
10583,0.99926,0.98636,1.0,1.0,1.0,1.0,0.94802,0.9775,1.0,1.0,0.98727,1.0,1.0,0.94701,0.97664,1.0,1.0,0.98759,0.98727,1.0
10584,0.99938,0.99728,1.0,1.0,0.98504,1.0,1.0,1.0,1.0,1.0,0.99744,0.98462,1.0,1.0,1.0,1.0,1.0,0.99751,0.99744,1.0
10585,0.99971,0.99728,1.0,1.0,1.0,1.0,1.0,0.98504,1.0,1.0,0.99744,1.0,1.0,1.0,0.98462,1.0,1.0,0.99751,0.99744,1.0
10586,0.99304,0.99728,1.0,1.0,1.0,0.97993,1.0,1.0,1.0,1.0,0.99744,1.0,0.98462,1.0,1.0,1.0,1.0,0.99666,0.99744,0.97683
10587,0.92087,0.92189,1.0,1.0,0.92,0.93667,0.87624,1.0,0.87291,0.91832,0.92042,0.91738,0.93561,0.87635,1.0,0.87066,0.92251,0.92069,0.92042,0.94777
10588,0.99292,0.98412,1.0,1.0,1.0,0.99667,0.91832,0.99751,1.0,1.0,0.98632,1.0,0.99658,0.92251,0.99886,1.0,1.0,0.98541,0.98632,0.99772
10589,0.99914,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10590,0.99641,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.98851
10591,0.95569,0.96597,1.0,1.0,1.0,0.98667,1.0,1.0,0.76412,1.0,0.95802,1.0,0.98632,1.0,1.0,0.76182,1.0,0.95846,0.95802,0.95745
10592,0.9403,0.98504,1.0,1.0,1.0,0.94,1.0,0.96259,1.0,1.0,0.98338,1.0,0.93903,1.0,0.96125,1.0,1.0,0.98377,0.98338,0.89611
10593,0.84881,0.90077,1.0,1.0,1.0,1.0,0.7266,1.0,0.64,1.0,0.89402,1.0,1.0,0.72536,1.0,0.63875,1.0,0.89443,0.89402,0.82384
10594,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10595,0.99761,0.97688,1.0,1.0,0.89724,1.0,1.0,1.0,1.0,0.97525,0.97911,0.90085,1.0,1.0,1.0,1.0,0.97379,0.97875,0.97911,1.0
10596,0.96235,0.91164,1.0,1.0,0.91,0.84437,0.97525,0.77307,0.96013,1.0,0.90988,0.91054,0.84558,0.97379,0.77037,0.95897,1.0,0.91047,0.90988,0.98243
10597,0.71574,0.6712,1.0,1.0,0.31579,0.76568,0.79557,0.91,0.68106,0.57778,0.67379,0.31111,0.76809,0.79487,0.91054,0.68091,0.57721,0.67431,0.67379,0.71425
10598,0.47814,0.47962,1.0,1.0,0.59649,0.37624,0.57778,0.2775,0.5596,0.47901,0.47835,0.59316,0.38006,0.57721,0.27692,0.56182,0.48091,0.47777,0.47835,0.46895
10599,0.71322,0.66938,1.0,1.0,1.0,0.4106,0.41235,0.59649,0.75828,0.79557,0.66239,1.0,0.40912,0.41425,0.59316,0.76353,0.7943,0.66221,0.66239,0.72963
10600,0.83751,0.80543,1.0,1.0,0.99,1.0,0.79557,0.645,0.65232,0.75862,0.80579,0.99202,1.0,0.7943,0.64217,0.65185,0.75442,0.80692,0.80579,0.79459
10601,0.98762,0.97376,1.0,1.0,1.0,1.0,1.0,0.99,0.81788,1.0,0.96895,1.0,1.0,1.0,0.99202,0.82165,1.0,0.96798,0.96895,1.0
10602,0.9928,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99715
10603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10604,0.99935,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10605,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10606,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10607,0.99419,0.9991,1.0,1.0,1.0,1.0,0.99753,1.0,1.0,0.99754,0.99905,1.0,1.0,0.99829,1.0,1.0,0.99601,0.99918,0.99905,0.98889
10608,0.99151,0.9991,1.0,1.0,1.0,1.0,0.99754,1.0,1.0,0.99754,0.99915,1.0,1.0,0.99601,1.0,1.0,0.99886,0.99918,0.99915,0.96363
10609,0.99983,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.99772
10610,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10611,0.956,0.93902,1.0,1.0,0.96742,1.0,1.0,1.0,0.90132,0.76904,0.94141,0.96923,1.0,1.0,1.0,0.90313,0.77607,0.93963,0.94141,0.99981
10612,0.98907,0.92593,1.0,1.0,1.0,0.93115,0.76904,0.87186,1.0,1.0,0.93029,1.0,0.93276,0.77607,0.87293,1.0,1.0,0.92867,0.93029,1.0
10613,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10614,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10615,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10616,0.99989,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10617,0.99993,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10618,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10619,0.99767,0.99819,1.0,1.0,0.99497,1.0,0.99509,1.0,1.0,1.0,0.9982,0.99316,1.0,0.99601,1.0,1.0,1.0,0.99834,0.9982,0.99639
10620,0.99421,0.99368,1.0,1.0,1.0,0.99673,1.0,1.0,1.0,0.96806,0.99497,1.0,0.99658,1.0,1.0,1.0,0.97322,0.99413,0.99497,0.99848
10621,0.9998,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10623,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
10624,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
